Date,Close,High,Low,Open,Volume
2010-01-04,6.412383079528809,6.427064888954929,6.363543460401331,6.39500453775006,493729600
2010-01-05,6.423469543457031,6.459724811076854,6.389610971174252,6.430061555769471,601904800
2010-01-06,6.321296691894531,6.448939239832555,6.314704678602895,6.423470497618768,552160000
2010-01-07,6.3096089363098145,6.352156975480241,6.263765691382862,6.344666053082409,477131200
2010-01-08,6.351558208465576,6.352157882392279,6.264067022712402,6.301220402913081,447610800
2010-01-11,6.295528411865234,6.382121091125056,6.2457894776861576,6.376128352055447,462229600
2010-01-12,6.223913669586182,6.285338422148358,6.1849620802416885,6.267959085248867,594459600
2010-01-13,6.31170654296875,6.320096376251566,6.115449572171949,6.2284102842913915,605892000
2010-01-14,6.275152683258057,6.306014887372378,6.26286796902864,6.2955279947447265,432894000
2010-01-15,6.170284271240234,6.3401748703819685,6.168486449022385,6.320099188949317,594067600
2010-01-19,6.4432454109191895,6.447739965208478,6.20953458861622,6.24219381630371,730007600
2010-01-20,6.344067573547363,6.458525674504352,6.277249741754556,6.439349312023581,612152800
2010-01-21,6.234403133392334,6.391409703168886,6.208635154417112,6.354555556501909,608154400
2010-01-22,5.925182819366455,6.217321933834441,5.907505046128468,6.195748881725733,881767600
2010-01-25,6.0845866203308105,6.133425829288698,5.998293203174621,6.067807355885141,1065699600
2010-01-26,6.1705827713012695,6.403395504972481,6.069907145948617,6.170882408282368,1867110000
2010-01-27,6.22871208190918,6.309611678671796,5.978520365720529,6.197849868265652,1722568400
2010-01-28,5.971327781677246,6.157398321587291,5.953650002252873,6.140319816045054,1173502400
2010-01-29,5.754695415496826,6.058520469816524,5.700462329862121,6.024961932856277,1245952400
2010-02-01,5.834695816040039,5.872748902755397,5.731922758247732,5.7639831068821605,749876400
2010-02-02,5.86855411529541,5.882337413184987,5.79424616170235,5.870052699897905,698342400
2010-02-03,5.9695305824279785,5.9985949686925775,5.825408399142304,5.847880772016108,615328000
2010-02-04,5.754395961761475,5.943761698865939,5.740013389278229,5.8946220429801155,757652000
2010-02-05,5.856568336486816,5.872748728826121,5.7184389282064565,5.771773495448609,850306800
2010-02-08,5.816418170928955,5.929079242796852,5.812822528200335,5.863460363196558,478270800
2010-02-09,5.878444194793701,5.917695443704682,5.835297264628949,5.885335446105827,632886800
2010-02-10,5.84637975692749,5.890725607312057,5.8206117898819,5.869450992527786,370361600
2010-02-11,5.952751159667969,5.985111551799704,5.814621719363881,5.839191550414985,550345600
2010-02-12,6.003988265991211,6.041741723345735,5.857768627995746,5.935971875330674,655468800
2010-02-16,6.094475746154785,6.103164816800475,6.038145205245533,6.05072955585794,543737600
2010-02-17,6.069007873535156,6.121742375393937,6.0183696301329075,6.118146732071931,436396800
2010-02-18,6.080392360687256,6.109157102877768,6.020166544270516,6.04143996395349,422825200
2010-02-19,6.04263973236084,6.088483383933846,6.025860463824459,6.048333234251734,415469600
2010-02-22,6.005183219909668,6.067506475108883,5.968329093097297,6.062712686285203,390563600
2010-02-23,5.9045090675354,6.032451213366717,5.864059289383913,5.992600308918576,575094800
2010-02-24,6.0123772621154785,6.03574814194133,5.927880850228844,5.939566690191064,460566400
2010-02-25,6.052526950836182,6.07829492408606,5.899416095686119,5.914097903707459,665126000
2010-02-26,6.131031036376953,6.14751066906895,6.052528153383103,6.063913957773231,507460800
2010-03-01,6.261967182159424,6.27724786012154,6.155897746456265,6.164886451148539,550093600
2010-03-02,6.257774829864502,6.317101345262112,6.224515528746978,6.29013442004102,566546400
2010-03-03,6.27215576171875,6.288336155742121,6.230507829152091,6.260470721689361,372052800
2010-03-04,6.313503742218018,6.319796116560044,6.25118047269231,6.270657269514477,366041200
2010-03-05,6.560399055480957,6.582871420014762,6.430958731827261,6.440247474521576,899620400
2010-03-08,6.564296245574951,6.594558377208568,6.539426778912664,6.592161681671236,429889600
2010-03-09,6.682348728179932,6.741675228884419,6.528638612651174,6.541222961278,920259200
2010-03-10,6.736881732940674,6.756058494803572,6.687742880864082,6.706619605773602,596218000
2010-03-11,6.75665807723999,6.75665807723999,6.69133922167242,6.709017801915728,405700400
2010-03-12,6.789616584777832,6.823474352584157,6.764147849640395,6.8126874247403855,416323600
2010-03-15,6.706919193267822,6.75665691873694,6.5993515457319365,6.7530620760126725,493502800
2010-03-16,6.7251973152160645,6.741077673496564,6.667069347187216,6.717107517625671,446908000
2010-03-17,6.715308666229248,6.7851220645390145,6.68984032951547,6.7386795446173045,450956800
2010-03-18,6.731189250946045,6.741676142881947,6.670064520665953,6.714708820634325,342109600
2010-03-19,6.659277439117432,6.7488668686802535,6.628714876489338,6.735383608724794,559445600
2010-03-22,6.734186172485352,6.77164038974122,6.596356381196804,6.6059447632269315,456419600
2010-03-23,6.842350006103516,6.854934753286301,6.714707113544644,6.7608503864498255,602431200
2010-03-24,6.872616767883301,6.897486239261975,6.816885085022799,6.820780766139253,597780400
2010-03-25,6.7911152839660645,6.9205560352325,6.779129806969562,6.919057450558638,542284400
2010-03-26,6.918459415435791,6.949920094398312,6.8480459337650395,6.860031411521418,640875200
2010-03-29,6.963104248046875,7.007449721558292,6.940033400438365,6.981382504111256,540744400
2010-03-30,7.066774368286133,7.115614783640011,7.018833263694467,7.089246736060397,527310000
2010-03-31,7.041306018829346,7.089547163028468,7.025126425204861,7.0559886279977215,430659600
2010-04-01,7.070370197296143,7.153067584768492,6.9738895118624535,7.113517112554818,603145200
2010-04-05,7.145879745483398,7.146479019529749,7.034417173158883,7.040709950694988,684507600
2010-04-06,7.177339553833008,7.198313340449884,7.101233367948217,7.137189002219058,447017200
2010-04-07,7.209097862243652,7.248649126737599,7.150969112865418,7.177636392730756,628502000
2010-04-08,7.189623832702637,7.2372649052040945,7.132394378284319,7.204305642463515,572989200
2010-04-09,7.244755268096924,7.247752437478197,7.204904756785378,7.233969138777934,334182800
2010-04-12,7.259735107421875,7.2831059812667505,7.245352538841407,7.257037975763844,333026400
2010-04-13,7.263930797576904,7.275017763309914,7.224379525506478,7.24685269383359,306210800
2010-04-14,7.361610412597656,7.365206055318159,7.313070836067905,7.3493257000185315,404076400
2010-04-15,7.4583916664123535,7.461687272427726,7.356217478654357,7.364307275309234,376784800
2010-04-16,7.412847995758057,7.524909806805479,7.3274534713178765,7.447904316271,750545600
2010-04-19,7.402960300445557,7.4275297282478165,7.2441559302612255,7.4017617527430755,566924400
2010-04-20,7.328653335571289,7.468280969045903,7.279813707563305,7.447007143334028,738326400
2010-04-21,7.767010688781738,7.797872891772291,7.662439402999998,7.754425938027627,982391200
2010-04-22,7.984241962432861,7.99263179595929,7.676521654997735,7.737646784877433,793424800
2010-04-23,8.11487865447998,8.155328428428437,8.000120543129658,8.029783390652504,796955600
2010-04-26,8.075028419494629,8.16371852827915,8.035776391538944,8.146340390787609,479068800
2010-04-27,7.851505756378174,8.025291167866804,7.805962545159483,8.008212263635151,709343600
2010-04-28,7.838321208953857,7.910231656649401,7.682813275616589,7.887760091799918,758402400
2010-04-29,8.049262046813965,8.090011066980507,7.850607173083147,7.8808693012936155,558840800
2010-04-30,7.8230438232421875,8.107092506062308,7.820347490218406,8.069339043136448,542463600
2010-05-03,7.980645656585693,8.026489700212101,7.876673657123094,7.905438798252917,454342000
2010-05-04,7.750832557678223,7.888962419030325,7.693004614958448,7.876977738721516,723819600
2010-05-05,7.670229911804199,7.734650649610554,7.4526983079549085,7.581539783567618,883103200
2010-05-06,7.378389835357666,7.737945294469518,5.970128086816668,7.605508992358231,1285860800
2010-05-07,7.067074298858643,7.387978654041695,6.747968565376573,7.302284891291713,1676018400
2010-05-10,7.610304355621338,7.630080395059673,7.446706575306763,7.4982433325322155,984306400
2010-05-11,7.6861138343811035,7.787088712652057,7.50573634369612,7.545886105322347,848906800
2010-05-12,7.85300350189209,7.884164937853591,7.751429398156641,7.767608189760038,654379600
2010-05-13,7.741241931915283,7.940196027919962,7.682513901090954,7.886861461159975,599712400
2010-05-14,7.6052117347717285,7.684913574711956,7.475771754191193,7.645362291734841,759362800
2010-05-17,7.617195129394531,7.675923163847643,7.4221359008899865,7.631577701121471,762834800
2010-05-18,7.561463832855225,7.746934669629497,7.4985408852374515,7.699892877436997,782678400
2010-05-19,7.441012382507324,7.578242882846084,7.336441904346121,7.475769462943759,1025726800
